sr,audio,classID,fold
1911,LJ007-0186.wav,1,11
1912,LJ007-0187.wav,1,11
1913,LJ007-0188.wav,1,11
1914,LJ007-0189.wav,1,11
1915,LJ007-0190.wav,1,11
1916,LJ007-0191.wav,1,11
1917,LJ007-0192.wav,1,11
1918,LJ007-0193.wav,1,11
1919,LJ007-0194.wav,1,11
1920,LJ007-0195.wav,1,11
1921,LJ007-0196.wav,1,11
1922,LJ007-0197.wav,1,11
1923,LJ007-0198.wav,1,11
1924,LJ007-0199.wav,1,11
1925,LJ007-0200.wav,1,11
1926,LJ007-0201.wav,1,11
1927,LJ007-0202.wav,1,11
1928,LJ007-0203.wav,1,11
1929,LJ007-0204.wav,1,11
1930,LJ007-0205.wav,1,11
1931,LJ007-0206.wav,1,11
1932,LJ007-0207.wav,1,11
1933,LJ007-0208.wav,1,11
1934,LJ007-0209.wav,1,11
1935,LJ007-0210.wav,1,11
1936,LJ007-0211.wav,1,11
1937,LJ007-0212.wav,1,11
1938,LJ007-0213.wav,1,11
1939,LJ007-0214.wav,1,11
1940,LJ007-0215.wav,1,11
1941,LJ007-0216.wav,1,11
1942,LJ007-0217.wav,1,11
1943,LJ007-0218.wav,1,11
1944,LJ007-0219.wav,1,11
1945,LJ007-0220.wav,1,11
1946,LJ007-0221.wav,1,11
1947,LJ007-0222.wav,1,11
1948,LJ007-0223.wav,1,11
1949,LJ007-0224.wav,1,11
1950,LJ007-0225.wav,1,11
1951,LJ007-0226.wav,1,11
1952,LJ007-0227.wav,1,11
1953,LJ007-0228.wav,1,11
1954,LJ007-0229.wav,1,11
1955,LJ007-0230.wav,1,11
1956,LJ007-0231.wav,1,11
1957,LJ007-0232.wav,1,11
1958,LJ007-0233.wav,1,11
1959,LJ007-0234.wav,1,11
1960,LJ007-0235.wav,1,11
1961,LJ007-0236.wav,1,11
1962,LJ007-0237.wav,1,11
1963,LJ007-0238.wav,1,11
1964,LJ007-0239.wav,1,11
1965,LJ007-0240.wav,1,11
1966,LJ007-0241.wav,1,11
1967,LJ007-0242.wav,1,11
1968,LJ007-0243.wav,1,11
1969,LJ008-0001.wav,1,11
1970,LJ008-0002.wav,1,11
1971,LJ008-0003.wav,1,11
1972,LJ008-0004.wav,1,11
1973,LJ008-0005.wav,1,11
1974,LJ008-0006.wav,1,11
1975,LJ008-0007.wav,1,11
1976,LJ008-0008.wav,1,11
1977,LJ008-0009.wav,1,11
1978,LJ008-0010.wav,1,11
1979,LJ008-0011.wav,1,11
1980,LJ008-0012.wav,1,11
1981,LJ008-0013.wav,1,11
1982,LJ008-0014.wav,1,11
1983,LJ008-0015.wav,1,11
1984,LJ008-0016.wav,1,11
1985,LJ008-0017.wav,1,11
1986,LJ008-0018.wav,1,11
1987,LJ008-0019.wav,1,11
1988,LJ008-0020.wav,1,11
1989,LJ008-0021.wav,1,11
1990,LJ008-0022.wav,1,11
1991,LJ008-0023.wav,1,11
1992,LJ008-0024.wav,1,11
1993,LJ008-0025.wav,1,11
1994,LJ008-0026.wav,1,11
1995,LJ008-0027.wav,1,11
1996,LJ008-0028.wav,1,11
1997,LJ008-0029.wav,1,11
1998,LJ008-0030.wav,1,11
1999,LJ008-0031.wav,1,11
2000,LJ008-0032.wav,1,11
2001,LJ008-0033.wav,1,11
2002,LJ008-0034.wav,1,11
2003,LJ008-0035.wav,1,11
2004,LJ008-0036.wav,1,11
2005,LJ008-0037.wav,1,11
2006,LJ008-0038.wav,1,11
2007,LJ008-0039.wav,1,11
2008,LJ008-0040.wav,1,11
2009,LJ008-0041.wav,1,11
2010,LJ008-0042.wav,1,11
2011,LJ008-0043.wav,1,11
2012,LJ008-0044.wav,1,11
2013,LJ008-0045.wav,1,11
2014,LJ008-0046.wav,1,11
2015,LJ008-0047.wav,1,11
2016,LJ008-0048.wav,1,11
2017,LJ008-0049.wav,1,11
2018,LJ008-0050.wav,1,11
2019,LJ008-0051.wav,1,11
2020,LJ008-0052.wav,1,11
2021,LJ008-0053.wav,1,11
2022,LJ008-0054.wav,1,11
2023,LJ008-0055.wav,1,11
2024,LJ008-0056.wav,1,11
2025,LJ008-0057.wav,1,11
2026,LJ008-0058.wav,1,11
2027,LJ008-0059.wav,1,11
2028,LJ008-0060.wav,1,11
2029,LJ008-0061.wav,1,11
2030,LJ008-0062.wav,1,11
2031,LJ008-0063.wav,1,11
2032,LJ008-0064.wav,1,11
2033,LJ008-0065.wav,1,11
2034,LJ008-0066.wav,1,11
2035,LJ008-0067.wav,1,11
2036,LJ008-0068.wav,1,11
2037,LJ008-0069.wav,1,11
2038,LJ008-0070.wav,1,11
2039,LJ008-0071.wav,1,11
2040,LJ008-0072.wav,1,11
2041,LJ008-0073.wav,1,11
2042,LJ008-0074.wav,1,11
2043,LJ008-0075.wav,1,11
2044,LJ008-0076.wav,1,11
2045,LJ008-0077.wav,1,11
2046,LJ008-0078.wav,1,11
2047,LJ008-0079.wav,1,11
2048,LJ008-0080.wav,1,11
2049,LJ008-0081.wav,1,11
2050,LJ008-0082.wav,1,11
2051,LJ008-0083.wav,1,11
2052,LJ008-0084.wav,1,11
2053,LJ008-0085.wav,1,11
2054,LJ008-0086.wav,1,11
2055,LJ008-0087.wav,1,11
2056,LJ008-0088.wav,1,11
2057,LJ008-0089.wav,1,11
2058,LJ008-0090.wav,1,11
2059,LJ008-0091.wav,1,11
2060,LJ008-0092.wav,1,11
2061,LJ008-0093.wav,1,11
2062,LJ008-0094.wav,1,11
2063,LJ008-0095.wav,1,11
2064,LJ008-0096.wav,1,11
2065,LJ008-0097.wav,1,11
2066,LJ008-0098.wav,1,11
2067,LJ008-0099.wav,1,11
2068,LJ008-0100.wav,1,11
2069,LJ008-0101.wav,1,11
2070,LJ008-0102.wav,1,11
2071,LJ008-0103.wav,1,11
2072,LJ008-0104.wav,1,11
2073,LJ008-0105.wav,1,11
2074,LJ008-0106.wav,1,11
2075,LJ008-0107.wav,1,11
2076,LJ008-0108.wav,1,11
2077,LJ008-0109.wav,1,11
2078,LJ008-0110.wav,1,11
2079,LJ008-0111.wav,1,11
2080,LJ008-0112.wav,1,11
2081,LJ008-0113.wav,1,11
2082,LJ008-0114.wav,1,11
2083,LJ008-0115.wav,1,11
2084,LJ008-0116.wav,1,11
2085,LJ008-0117.wav,1,11
2086,LJ008-0118.wav,1,11
2087,LJ008-0119.wav,1,11
2088,LJ008-0120.wav,1,11
2089,LJ008-0121.wav,1,11
2090,LJ008-0122.wav,1,11
2091,LJ008-0123.wav,1,11
2092,LJ008-0124.wav,1,11
2093,LJ008-0125.wav,1,11
2094,LJ008-0126.wav,1,11
2095,LJ008-0127.wav,1,11
2096,LJ008-0128.wav,1,11
2097,LJ008-0129.wav,1,11
2098,LJ008-0130.wav,1,11
2099,LJ008-0131.wav,1,11
2100,LJ008-0132.wav,1,11
2101,LJ008-0133.wav,1,11
2102,LJ008-0134.wav,1,11
2103,LJ008-0135.wav,1,11
2104,LJ008-0136.wav,1,11
2105,LJ008-0137.wav,1,11
2106,LJ008-0138.wav,1,11
2107,LJ008-0139.wav,1,11
2108,LJ008-0140.wav,1,11
2109,LJ008-0141.wav,1,11
2110,LJ008-0142.wav,1,11
2111,LJ008-0143.wav,1,11
2112,LJ008-0144.wav,1,11
2113,LJ008-0145.wav,1,11
2114,LJ008-0146.wav,1,11
2115,LJ008-0147.wav,1,11
2116,LJ008-0148.wav,1,11
2117,LJ008-0149.wav,1,11
2118,LJ008-0150.wav,1,11
2119,LJ008-0151.wav,1,11
2120,LJ008-0152.wav,1,11
2121,LJ008-0153.wav,1,11
2122,LJ008-0154.wav,1,11
2123,LJ008-0155.wav,1,11
2124,LJ008-0156.wav,1,11
2125,LJ008-0157.wav,1,11
2126,LJ008-0158.wav,1,11
2127,LJ008-0159.wav,1,11
2128,LJ008-0160.wav,1,11
2129,LJ008-0161.wav,1,11
2130,LJ008-0162.wav,1,11
2131,LJ008-0163.wav,1,11
2132,LJ008-0164.wav,1,11
2133,LJ008-0165.wav,1,11
2134,LJ008-0166.wav,1,11
2135,LJ008-0167.wav,1,11
2136,LJ008-0168.wav,1,11
2137,LJ008-0169.wav,1,11
2138,LJ008-0170.wav,1,11
2139,LJ008-0171.wav,1,11
2140,LJ008-0172.wav,1,11
2141,LJ008-0173.wav,1,11
2142,LJ008-0174.wav,1,11
2143,LJ008-0175.wav,1,11
2144,LJ008-0176.wav,1,11
2145,LJ008-0177.wav,1,11
2146,LJ008-0178.wav,1,11
2147,LJ008-0180.wav,1,11
2148,LJ008-0181.wav,1,11
2149,LJ008-0182.wav,1,11
2150,LJ008-0183.wav,1,11
2151,LJ008-0184.wav,1,11
2152,LJ008-0185.wav,1,11
2153,LJ008-0186.wav,1,11
2154,LJ008-0187.wav,1,11
2155,LJ008-0188.wav,1,11
2156,LJ008-0189.wav,1,11
2157,LJ008-0190.wav,1,11
2158,LJ008-0191.wav,1,11
2159,LJ008-0192.wav,1,11
2160,LJ008-0193.wav,1,11
2161,LJ008-0194.wav,1,11
2162,LJ008-0195.wav,1,11
2163,LJ008-0196.wav,1,11
2164,LJ008-0197.wav,1,11
2165,LJ008-0198.wav,1,11
2166,LJ008-0199.wav,1,11
2167,LJ008-0200.wav,1,11
2168,LJ008-0201.wav,1,11
2169,LJ008-0202.wav,1,11
2170,LJ008-0203.wav,1,11
2171,LJ008-0204.wav,1,11
2172,LJ008-0205.wav,1,11
2173,LJ008-0206.wav,1,11
2174,LJ008-0207.wav,1,11
2175,LJ008-0208.wav,1,11
2176,LJ008-0209.wav,1,11
2177,LJ008-0210.wav,1,11
2178,LJ008-0211.wav,1,11
2179,LJ008-0212.wav,1,11
2180,LJ008-0213.wav,1,11
2181,LJ008-0214.wav,1,11
2182,LJ008-0215.wav,1,11
2183,LJ008-0216.wav,1,11
2184,LJ008-0217.wav,1,11
2185,LJ008-0218.wav,1,11
2186,LJ008-0219.wav,1,11
2187,LJ008-0220.wav,1,11
2188,LJ008-0221.wav,1,11
2189,LJ008-0222.wav,1,11
2190,LJ008-0223.wav,1,11
2191,LJ008-0224.wav,1,11
2192,LJ008-0225.wav,1,11
2193,LJ008-0226.wav,1,11
2194,LJ008-0227.wav,1,11
2195,LJ008-0228.wav,1,11
2196,LJ008-0229.wav,1,11
2197,LJ008-0230.wav,1,11
2198,LJ008-0231.wav,1,11
2199,LJ008-0232.wav,1,11
2200,LJ008-0233.wav,1,11
2201,LJ008-0234.wav,1,11
2202,LJ008-0235.wav,1,11
2203,LJ008-0236.wav,1,11
2204,LJ008-0237.wav,1,11
2205,LJ008-0238.wav,1,11
2206,LJ008-0239.wav,1,11
2207,LJ008-0240.wav,1,11
2208,LJ008-0241.wav,1,11
2209,LJ008-0242.wav,1,11
2210,LJ008-0243.wav,1,11
2211,LJ008-0244.wav,1,11
2212,LJ008-0245.wav,1,11
2213,LJ008-0246.wav,1,11
2214,LJ008-0247.wav,1,11
2215,LJ008-0248.wav,1,11
2216,LJ008-0249.wav,1,11
2217,LJ008-0250.wav,1,11
2218,LJ008-0251.wav,1,11
2219,LJ008-0252.wav,1,11
2220,LJ008-0253.wav,1,11
2221,LJ008-0254.wav,1,11
2222,LJ008-0255.wav,1,11
2223,LJ008-0256.wav,1,11
2224,LJ008-0257.wav,1,11
2225,LJ008-0258.wav,1,11
2226,LJ008-0259.wav,1,11
2227,LJ008-0260.wav,1,11
2228,LJ008-0261.wav,1,11
2229,LJ008-0262.wav,1,11
2230,LJ008-0263.wav,1,11
2231,LJ008-0264.wav,1,11
2232,LJ008-0265.wav,1,11
2233,LJ008-0266.wav,1,11
2234,LJ008-0267.wav,1,11
2235,LJ008-0268.wav,1,11
2236,LJ008-0269.wav,1,11
2237,LJ008-0270.wav,1,11
2238,LJ008-0271.wav,1,11
2239,LJ008-0272.wav,1,11
2240,LJ008-0273.wav,1,11
2241,LJ008-0274.wav,1,11
2242,LJ008-0275.wav,1,11
2243,LJ008-0276.wav,1,11
2244,LJ008-0277.wav,1,11
2245,LJ008-0278.wav,1,11
2246,LJ008-0279.wav,1,11
2247,LJ008-0280.wav,1,11
2248,LJ008-0281.wav,1,11
2249,LJ008-0282.wav,1,11
2250,LJ008-0283.wav,1,11
2251,LJ008-0284.wav,1,11
2252,LJ008-0285.wav,1,11
2253,LJ008-0286.wav,1,11
2254,LJ008-0287.wav,1,11
2255,LJ008-0288.wav,1,11
2256,LJ008-0289.wav,1,11
2257,LJ008-0290.wav,1,11
2258,LJ008-0291.wav,1,11
2259,LJ008-0292.wav,1,11
2260,LJ008-0293.wav,1,11
2261,LJ008-0294.wav,1,11
2262,LJ008-0295.wav,1,11
2263,LJ008-0296.wav,1,11
2264,LJ008-0297.wav,1,11
2265,LJ008-0298.wav,1,11
2266,LJ008-0299.wav,1,11
2267,LJ008-0300.wav,1,11
2268,LJ008-0301.wav,1,11
2269,LJ008-0302.wav,1,11
2270,LJ008-0303.wav,1,11
2271,LJ008-0304.wav,1,11
2272,LJ008-0305.wav,1,11
2273,LJ008-0306.wav,1,11
2274,LJ008-0307.wav,1,11
2275,LJ008-0308.wav,1,11
2276,LJ008-0309.wav,1,11
2277,LJ008-0310.wav,1,11
2278,LJ008-0311.wav,1,11
2279,LJ008-0312.wav,1,11
2280,LJ008-0313.wav,1,11
2281,LJ008-0314.wav,1,11
2282,LJ008-0315.wav,1,11
2283,LJ008-0316.wav,1,11
2284,LJ008-0317.wav,1,11
2285,LJ008-0318.wav,1,11
2286,LJ008-0319.wav,1,11
2287,LJ009-0001.wav,1,11
2288,LJ009-0002.wav,1,11
2289,LJ009-0003.wav,1,11
2290,LJ009-0004.wav,1,11
2291,LJ009-0005.wav,1,11
2292,LJ009-0006.wav,1,11
2293,LJ009-0007.wav,1,11
2294,LJ009-0008.wav,1,11
2295,LJ009-0009.wav,1,11
2296,LJ009-0010.wav,1,11
2297,LJ009-0011.wav,1,11
2298,LJ009-0012.wav,1,11
2299,LJ009-0013.wav,1,11
2300,LJ009-0014.wav,1,11
2301,LJ009-0015.wav,1,11
2302,LJ009-0016.wav,1,11
2303,LJ009-0017.wav,1,11
2304,LJ009-0018.wav,1,11
2305,LJ009-0019.wav,1,11
2306,LJ009-0020.wav,1,11
2307,LJ009-0021.wav,1,11
2308,LJ009-0022.wav,1,11
2309,LJ009-0023.wav,1,11
2310,LJ009-0024.wav,1,11
2311,LJ009-0025.wav,1,11
2312,LJ009-0026.wav,1,11
2313,LJ009-0027.wav,1,11
2314,LJ009-0028.wav,1,11
2315,LJ009-0029.wav,1,11
2316,LJ009-0030.wav,1,11
2317,LJ009-0031.wav,1,11
2318,LJ009-0032.wav,1,11
2319,LJ009-0033.wav,1,11
2320,LJ009-0034.wav,1,11
2321,LJ009-0035.wav,1,11
2322,LJ009-0036.wav,1,11
2323,LJ009-0037.wav,1,11
2324,LJ009-0038.wav,1,11
2325,LJ009-0039.wav,1,11
2326,LJ009-0040.wav,1,11
2327,LJ009-0041.wav,1,11
2328,LJ009-0042.wav,1,11
2329,LJ009-0043.wav,1,11
2330,LJ009-0044.wav,1,11
2331,LJ009-0045.wav,1,11
2332,LJ009-0046.wav,1,11
2333,LJ009-0047.wav,1,11
2334,LJ009-0048.wav,1,11
2335,LJ009-0049.wav,1,11
2336,LJ009-0050.wav,1,11
2337,LJ009-0051.wav,1,11
2338,LJ009-0052.wav,1,11
2339,LJ009-0053.wav,1,11
2340,LJ009-0054.wav,1,11
2341,LJ009-0055.wav,1,11
2342,LJ009-0056.wav,1,11
2343,LJ009-0057.wav,1,11
2344,LJ009-0058.wav,1,11
2345,LJ009-0059.wav,1,11
2346,LJ009-0060.wav,1,11
2347,LJ009-0061.wav,1,11
2348,LJ009-0062.wav,1,11
2349,LJ009-0063.wav,1,11
2350,LJ009-0064.wav,1,11
2351,LJ009-0065.wav,1,11
2352,LJ009-0066.wav,1,11
2353,LJ009-0067.wav,1,11
2354,LJ009-0068.wav,1,11
2355,LJ009-0069.wav,1,11
2356,LJ009-0070.wav,1,11
2357,LJ009-0071.wav,1,11
2358,LJ009-0072.wav,1,11
2359,LJ009-0073.wav,1,11
2360,LJ009-0074.wav,1,11
2361,LJ009-0075.wav,1,11
2362,LJ009-0076.wav,1,11
2363,LJ009-0077.wav,1,11
2364,LJ009-0078.wav,1,11
2365,LJ009-0079.wav,1,11
2366,LJ009-0080.wav,1,11
2367,LJ009-0081.wav,1,11
2368,LJ009-0082.wav,1,11
2369,LJ009-0083.wav,1,11
2370,LJ009-0084.wav,1,11
2371,LJ009-0085.wav,1,11
2372,LJ009-0086.wav,1,11
2373,LJ009-0087.wav,1,11
2374,LJ009-0088.wav,1,11
2375,LJ009-0089.wav,1,11
2376,LJ009-0090.wav,1,11
2377,LJ009-0091.wav,1,11
2378,LJ009-0092.wav,1,11
2379,LJ009-0093.wav,1,11
2380,LJ009-0094.wav,1,11
2381,LJ009-0095.wav,1,11
2382,LJ009-0096.wav,1,11
2383,LJ009-0097.wav,1,11
2384,LJ009-0098.wav,1,11
2385,LJ009-0099.wav,1,11
2386,LJ009-0100.wav,1,11
2387,LJ009-0101.wav,1,11
2388,LJ009-0102.wav,1,11
2389,LJ009-0103.wav,1,11
2390,LJ009-0104.wav,1,11
2391,LJ009-0105.wav,1,11
2392,LJ009-0106.wav,1,11
2393,LJ009-0107.wav,1,11
2394,LJ009-0108.wav,1,11
2395,LJ009-0109.wav,1,11
2396,LJ009-0110.wav,1,11
2397,LJ009-0111.wav,1,11
2398,LJ009-0112.wav,1,11
2399,LJ009-0113.wav,1,11
2400,LJ009-0114.wav,1,11
2401,LJ009-0115.wav,1,11
2402,LJ009-0116.wav,1,11
2403,LJ009-0117.wav,1,11
2404,LJ009-0118.wav,1,11
2405,LJ009-0119.wav,1,11
2406,LJ009-0120.wav,1,11
2407,LJ009-0121.wav,1,11
2408,LJ009-0122.wav,1,11
2409,LJ009-0123.wav,1,11
2410,LJ009-0124.wav,1,11
2411,LJ009-0125.wav,1,11
2412,LJ009-0126.wav,1,11
2413,LJ009-0127.wav,1,11
2414,LJ009-0128.wav,1,11
2415,LJ009-0129.wav,1,11
2416,LJ009-0130.wav,1,11
2417,LJ009-0131.wav,1,11
2418,LJ009-0132.wav,1,11
2419,LJ009-0133.wav,1,11
2420,LJ009-0134.wav,1,11
2421,LJ009-0135.wav,1,11
2422,LJ009-0136.wav,1,11
2423,LJ009-0137.wav,1,11
2424,LJ009-0138.wav,1,11
2425,LJ009-0139.wav,1,11
2426,LJ009-0140.wav,1,11
2427,LJ009-0141.wav,1,11
2428,LJ009-0142.wav,1,11
2429,LJ009-0143.wav,1,11
2430,LJ009-0144.wav,1,11
2431,LJ009-0145.wav,1,11
2432,LJ009-0146.wav,1,11
2433,LJ009-0147.wav,1,11
2434,LJ009-0148.wav,1,11
2435,LJ009-0149.wav,1,11
2436,LJ009-0150.wav,1,11
2437,LJ009-0151.wav,1,11
2438,LJ009-0152.wav,1,11
2439,LJ009-0153.wav,1,11
2440,LJ009-0154.wav,1,11
2441,LJ009-0155.wav,1,11
2442,LJ009-0156.wav,1,11
2443,LJ009-0157.wav,1,11
2444,LJ009-0158.wav,1,11
2445,LJ009-0159.wav,1,11
2446,LJ009-0160.wav,1,11
2447,LJ009-0161.wav,1,11
2448,LJ009-0162.wav,1,11
2449,LJ009-0163.wav,1,11
2450,LJ009-0164.wav,1,11
2451,LJ009-0165.wav,1,11
2452,LJ009-0166.wav,1,11
2453,LJ009-0167.wav,1,11
2454,LJ009-0168.wav,1,11
2455,LJ009-0169.wav,1,11
2456,LJ009-0170.wav,1,11
2457,LJ009-0171.wav,1,11
2458,LJ009-0172.wav,1,11
2459,LJ009-0173.wav,1,11
2460,LJ009-0174.wav,1,11
2461,LJ009-0175.wav,1,11
2462,LJ009-0176.wav,1,11
2463,LJ009-0177.wav,1,11
2464,LJ009-0178.wav,1,11
2465,LJ009-0179.wav,1,11
2466,LJ009-0180.wav,1,11
2467,LJ009-0181.wav,1,11
2468,LJ009-0182.wav,1,11
2469,LJ009-0183.wav,1,11
2470,LJ009-0184.wav,1,11
2471,LJ009-0185.wav,1,11
2472,LJ009-0186.wav,1,11
2473,LJ009-0187.wav,1,11
2474,LJ009-0188.wav,1,11
2475,LJ009-0189.wav,1,11
2476,LJ009-0190.wav,1,11
2477,LJ009-0191.wav,1,11
2478,LJ009-0192.wav,1,11
2479,LJ009-0193.wav,1,11
2480,LJ009-0194.wav,1,11
2481,LJ009-0195.wav,1,11
2482,LJ009-0196.wav,1,11
2483,LJ009-0197.wav,1,11
2484,LJ009-0198.wav,1,11
2485,LJ009-0199.wav,1,11
2486,LJ009-0200.wav,1,11
2487,LJ009-0201.wav,1,11
2488,LJ009-0202.wav,1,11
2489,LJ009-0203.wav,1,11
2490,LJ009-0204.wav,1,11
2491,LJ009-0205.wav,1,11
2492,LJ009-0206.wav,1,11
2493,LJ009-0207.wav,1,11
2494,LJ009-0208.wav,1,11
2495,LJ009-0209.wav,1,11
2496,LJ009-0210.wav,1,11
2497,LJ009-0211.wav,1,11
2498,LJ009-0212.wav,1,11
2499,LJ009-0213.wav,1,11
2500,LJ009-0214.wav,1,11
2501,LJ009-0215.wav,1,11
2502,LJ009-0216.wav,1,11
2503,LJ009-0217.wav,1,11
2504,LJ009-0218.wav,1,11
2505,LJ009-0219.wav,1,11
2506,LJ009-0220.wav,1,11
2507,LJ009-0221.wav,1,11
2508,LJ009-0222.wav,1,11
2509,LJ009-0223.wav,1,11
2510,LJ009-0224.wav,1,11
2511,LJ009-0225.wav,1,11
2512,LJ009-0226.wav,1,11
2513,LJ009-0227.wav,1,11
2514,LJ009-0228.wav,1,11
2515,LJ009-0229.wav,1,11
2516,LJ009-0230.wav,1,11
2517,LJ009-0231.wav,1,11
2518,LJ009-0232.wav,1,11
2519,LJ009-0233.wav,1,11
2520,LJ009-0234.wav,1,11
2521,LJ009-0235.wav,1,11
2522,LJ009-0236.wav,1,11
2523,LJ009-0237.wav,1,11
2524,LJ009-0238.wav,1,11
2525,LJ009-0239.wav,1,11
2526,LJ009-0240.wav,1,11
2527,LJ009-0241.wav,1,11
2528,LJ009-0242.wav,1,11
2529,LJ009-0243.wav,1,11
2530,LJ009-0244.wav,1,11
2531,LJ009-0245.wav,1,11
2532,LJ009-0246.wav,1,11
2533,LJ009-0247.wav,1,11
2534,LJ009-0248.wav,1,11
2535,LJ009-0249.wav,1,11
2536,LJ009-0250.wav,1,11
2537,LJ009-0251.wav,1,11
2538,LJ009-0252.wav,1,11
2539,LJ009-0253.wav,1,11
2540,LJ009-0254.wav,1,11
2541,LJ009-0255.wav,1,11
2542,LJ009-0256.wav,1,11
2543,LJ009-0257.wav,1,11
2544,LJ009-0258.wav,1,11
2545,LJ009-0259.wav,1,11
2546,LJ009-0260.wav,1,11
2547,LJ009-0261.wav,1,11
2548,LJ009-0262.wav,1,11
2549,LJ009-0263.wav,1,11
2550,LJ009-0264.wav,1,11
2551,LJ009-0265.wav,1,11
2552,LJ009-0266.wav,1,11
2553,LJ009-0267.wav,1,11
2554,LJ009-0268.wav,1,11
2555,LJ009-0269.wav,1,11
2556,LJ009-0270.wav,1,11
2557,LJ009-0271.wav,1,11
2558,LJ009-0272.wav,1,11
2559,LJ009-0273.wav,1,11
2560,LJ009-0274.wav,1,11
2561,LJ009-0275.wav,1,11
2562,LJ009-0276.wav,1,11
2563,LJ009-0277.wav,1,11
2564,LJ009-0278.wav,1,11
2565,LJ009-0279.wav,1,11
2566,LJ009-0280.wav,1,11
2567,LJ009-0281.wav,1,11
2568,LJ009-0282.wav,1,11
2569,LJ009-0283.wav,1,11
2570,LJ009-0284.wav,1,11
2571,LJ009-0285.wav,1,11
2572,LJ009-0286.wav,1,11
2573,LJ009-0287.wav,1,11
2574,LJ009-0288.wav,1,11
2575,LJ009-0289.wav,1,11
2576,LJ009-0290.wav,1,11
2577,LJ009-0291.wav,1,11
2578,LJ009-0292.wav,1,11
2579,LJ009-0293.wav,1,11
2580,LJ009-0294.wav,1,11
2581,LJ009-0295.wav,1,11
2582,LJ009-0296.wav,1,11
2583,LJ009-0297.wav,1,11
2584,LJ009-0298.wav,1,11
2585,LJ009-0299.wav,1,11
2586,LJ009-0300.wav,1,11
2587,LJ009-0301.wav,1,11
2588,LJ009-0302.wav,1,11
2589,LJ009-0303.wav,1,11
2590,LJ009-0304.wav,1,11
2591,LJ010-0001.wav,1,11
2592,LJ010-0002.wav,1,11
2593,LJ010-0003.wav,1,11
2594,LJ010-0004.wav,1,11
2595,LJ010-0005.wav,1,11
2596,LJ010-0006.wav,1,11
2597,LJ010-0007.wav,1,11
2598,LJ010-0008.wav,1,11
2599,LJ010-0009.wav,1,11
2600,LJ010-0010.wav,1,11
2601,LJ010-0011.wav,1,11
2602,LJ010-0012.wav,1,11
2603,LJ010-0013.wav,1,11
2604,LJ010-0014.wav,1,11
2605,LJ010-0015.wav,1,11
2606,LJ010-0016.wav,1,11
2607,LJ010-0017.wav,1,11
2608,LJ010-0018.wav,1,11
2609,LJ010-0019.wav,1,11
2610,LJ010-0020.wav,1,11
2611,LJ010-0021.wav,1,11
2612,LJ010-0022.wav,1,11
2613,LJ010-0023.wav,1,11
2614,LJ010-0024.wav,1,11
2615,LJ010-0025.wav,1,11
2616,LJ010-0026.wav,1,11
2617,LJ010-0027.wav,1,11
2618,LJ010-0028.wav,1,11
2619,LJ010-0029.wav,1,11
2620,LJ010-0030.wav,1,11
2621,LJ010-0031.wav,1,11
2622,LJ010-0032.wav,1,11
2623,LJ010-0033.wav,1,11
2624,LJ010-0034.wav,1,11
2625,LJ010-0035.wav,1,11
2626,LJ010-0036.wav,1,11
2627,LJ010-0037.wav,1,11
2628,LJ010-0038.wav,1,11
2629,LJ010-0039.wav,1,11
2630,LJ010-0040.wav,1,11
2631,LJ010-0041.wav,1,11
2632,LJ010-0042.wav,1,11
2633,LJ010-0043.wav,1,11
2634,LJ010-0044.wav,1,11
2635,LJ010-0045.wav,1,11
2636,LJ010-0046.wav,1,11
2637,LJ010-0047.wav,1,11
2638,LJ010-0048.wav,1,11
2639,LJ010-0049.wav,1,11
2640,LJ010-0050.wav,1,11
2641,LJ010-0051.wav,1,11
2642,LJ010-0052.wav,1,11
2643,LJ010-0053.wav,1,11
2644,LJ010-0054.wav,1,11
2645,LJ010-0055.wav,1,11
2646,LJ010-0056.wav,1,11
2647,LJ010-0057.wav,1,11
2648,LJ010-0058.wav,1,11
2649,LJ010-0059.wav,1,11
2650,LJ010-0060.wav,1,11
2651,LJ010-0061.wav,1,11
2652,LJ010-0062.wav,1,11
2653,LJ010-0063.wav,1,11
2654,LJ010-0064.wav,1,11
2655,LJ010-0065.wav,1,11
2656,LJ010-0066.wav,1,11
2657,LJ010-0067.wav,1,11
2658,LJ010-0068.wav,1,11
2659,LJ010-0069.wav,1,11
2660,LJ010-0070.wav,1,11
2661,LJ010-0071.wav,1,11
2662,LJ010-0072.wav,1,11
2663,LJ010-0073.wav,1,11
2664,LJ010-0074.wav,1,11
2665,LJ010-0075.wav,1,11
2666,LJ010-0076.wav,1,11
2667,LJ010-0077.wav,1,11
2668,LJ010-0078.wav,1,11
2669,LJ010-0079.wav,1,11
2670,LJ010-0080.wav,1,11
2671,LJ010-0081.wav,1,11
2672,LJ010-0082.wav,1,11
2673,LJ010-0083.wav,1,11
2674,LJ010-0084.wav,1,11
2675,LJ010-0085.wav,1,11
2676,LJ010-0086.wav,1,11
2677,LJ010-0087.wav,1,11
2678,LJ010-0088.wav,1,11
2679,LJ010-0089.wav,1,11
2680,LJ010-0090.wav,1,11
2681,LJ010-0091.wav,1,11
2682,LJ010-0092.wav,1,11
2683,LJ010-0093.wav,1,11
2684,LJ010-0094.wav,1,11
2685,LJ010-0095.wav,1,11
2686,LJ010-0096.wav,1,11
2687,LJ010-0097.wav,1,11
